wine,price,country,rating
Barbaresco Rabajà,301.25,Italie,4.3
Recioto della Valpolicella (Monte Lodoletta),832.5,Italie,4.6
'Giulio Ferrari' Riserva del Fondatore,353.75,Italie,4.6
Barolo Riserva Granbussia,1428.75,Italie,4.5
Boal Madeira,318.25,Portugal,4.5
Chateauneuf-du-Pape Réserve des Célestins,1601.25,France,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),700.0,France,4.6
Brunello di Montalcino,82.5,Italie,4.4
Barolo Bussia,155.0,Italie,4.4
Barolo Monprivato,705.0,Italie,4.4
40 Anos Tawny Port,109.95,Portugal,4.6
Musigny Grand Cru,1173.75,France,4.4
Bâtard-Montrachet Grand Cru,4163.75,France,4.6
Pingus,2327.5,Espagne,4.6
Pingus,3395.0,Espagne,4.6
Tokaji Aszú 5 Puttonyos,99.97,Hongrie,4.5
Guglielmi di Jago Amarone della Valpolicella Classico,277.6,Italie,4.4
Romanée-Saint-Vivant Grand Cru,3202.5,France,4.5
Bolgheri Superiore,427.5,Italie,4.6
Recioto della Valpolicella (Monte Lodoletta),1025.0,Italie,4.6
Merlot,178.75,États-Unis,4.4
Recioto della Valpolicella Classico,1025.0,Italie,4.7
Brut Champagne,440.0,France,4.6
Brunello di Montalcino Riserva,595.0,Italie,4.6
Brunello di Montalcino Riserva,695.0,Italie,4.6
Brut Champagne,250.0,France,4.6
Vosne-Romanée Premier Cru Aux Reignots,4114.0,France,4.6
Brunello di Montalcino,82.5,Italie,4.4
Le Bourg Saumur Champigny,961.25,France,4.5
Messorio,533.75,Italie,4.5
Barolo Riserva Monprivato Cà d'Morissio,1686.25,Italie,4.6
Pignan Châteauneuf-du-Pape Réserve Rouge,961.25,France,4.6
Sorì Tildìn (Barbaresco) Langhe,1623.75,Italie,4.6
Brunello di Montalcino,82.5,Italie,4.4
Sorì Tildìn (Barbaresco) Langhe,1110.0,Italie,4.6
Le Désir,494.9,États-Unis,4.5
Campo León Amarone della Valpolicella,123.75,Italie,4.4
Costa Russi (Barbaresco) Langhe,961.25,Italie,4.6
Falletto Barolo Le Rocche del Falletto Riserva,1537.5,Italie,4.6
Vürsù Barbaresco Gallina,243.75,Italie,4.4
Vürsù Barbaresco Gallina,205.0,Italie,4.4
Sancerre 'Clos la Néore',896.25,France,4.4
Brut Champagne,397.5,France,4.6
Brunello di Montalcino Riserva Pian di Conte,103.75,Italie,4.3
La Grande Année Brut Champagne,293.75,France,4.5
Les Poyeux Saumur Champigny,705.0,France,4.5
Reserve,331.25,États-Unis,4.6
Domus Aurea Cabernet Sauvignon,169.75,Chili,4.4
Amarone della Valpolicella Classico Riserva,1046.25,Italie,4.8
Vin Santo di Montepulciano,310.0,Italie,4.6
Recioto della Valpolicella Classico Riserva,1387.5,Italie,4.5
Sorì San Lorenzo,1495.0,Italie,4.6
Amarone Della Valpolicella Marta Galli,100.0,Italie,4.2
30 Year Old Tawny Port,144.3,Portugal,4.4
Grand Vin Pauillac (Premier Grand Cru Classé),1433.8,France,4.6
Gran Reserva 890,198.95,Espagne,4.5
Guglielmi di Jago Amarone della Valpolicella Classico,185.6,Italie,4.4
Cerretta Barolo Riserva (Vigna Bricco),246.25,Italie,4.5
Pingus,1665.0,Espagne,4.6
Pian delle Vigne Brunello di Montalcino,96.3,Italie,4.3
Brunate  Barolo,597.5,Italie,4.5
Merlot,178.75,États-Unis,4.4
'Giulio Ferrari' Riserva del Fondatore,491.25,Italie,4.6
Dolç de L'Obac,88.57,Espagne,4.4
Miserere,227.02,Espagne,4.3
Merlot,178.75,États-Unis,4.4
Pauillac (Premier Grand Cru Classé),1038.63,France,4.6
Hommage à Jacques Perrin Châteauneuf-du-Pape,520.0,France,4.5
Platinum,194.9,Suisse,4.3
Vosne-Romanée Premier Cru Les Petits Monts,8349.0,France,4.5
Pauillac (Premier Grand Cru Classé),1750.0,France,4.6
Rioja Reserva,69.94,Espagne,4.4
Almaviva,220.0,Chili,4.6
Vigneto Bellavista Chianti Classico,216.25,Italie,4.4
Grand Vin Pauillac (Premier Grand Cru Classé),799.0,France,4.6
Brunello di Montalcino,94.95,Italie,4.4
Échézeaux Grand Cru,12886.5,France,4.7
Pessac-Léognan (Grand Cru Classé de Graves),2635.55,France,4.5
Pauillac (Grand Cru Classé),119.0,France,4.4
Pauillac (Premier Grand Cru Classé),618.75,France,4.6
Pessac-Léognan Blanc (Grand Cru Classé de Graves),1900.0,France,4.5
Sassicaia,576.25,Italie,4.6
La Grande Année Brut Champagne,241.4,France,4.5
R.D Extra Brut Champagne (Récemment Dégorgé),533.75,France,4.6
Cristal Brut Champagne (Millésimé),462.5,France,4.6
Grand Vin Pauillac (Premier Grand Cru Classé),1242.5,France,4.6
Montrachet Grand Cru Marquis de Laguiche,2028.75,France,4.6
Vacqueyras,250.0,France,4.3
Hommage à Jacques Perrin Châteauneuf-du-Pape,555.0,France,4.5
Vigna Cappella di S. Stefano Perno Barolo,123.75,Italie,4.4
Falletto Barolo Le Rocche del Falletto Riserva,1601.25,Italie,4.6
V.P Extra Brut Champagne Grand Cru 'Ambonnay',149.95,France,4.4
Cuvée Annamaria Clementi (Extra Brut),151.68,Italie,4.5
Cuvée Annamaria Clementi (Extra Brut),141.06,Italie,4.5
Brunello di Montalcino Riserva,1046.25,Italie,4.6
Brut Rosé Champagne,625.0,France,4.6
Clos de L'Obac,96.81,Espagne,4.4
Pomerol,470.0,France,4.5
Il San Lorenzo Bianco,75.0,Italie,4.5
Brunello di Montalcino Riserva,720.0,Italie,4.6
Pingus,2668.75,Espagne,4.6
Poggio Al Vento Brunello di Montalcino Riserva,353.75,Italie,4.4
Son Negre,208.3,Espagne,4.5
Barolo Riserva Leon,196.25,Italie,4.4
Vin Santo di Montepulciano,353.75,Italie,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),293.7,France,4.5
Pauillac (Premier Grand Cru Classé),1665.0,France,4.6
Belle Epoque Brut Champagne,265.0,France,4.5
Brunello di Montalcino Riserva,126.25,Italie,4.4
Cos d'Estournel,166.11,France,4.4
Vin de Pays de l'Hérault,683.75,France,4.5
Arborina Barolo,420.0,Italie,4.4
Madonna delle Grazie Brunello di Montalcino,491.25,Italie,4.5
Madonna delle Grazie Brunello di Montalcino,1046.25,Italie,4.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),470.0,France,4.4
Sorì San Lorenzo,747.5,Italie,4.6
Pessac-Léognan (Grand Cru Classé de Graves),865.65,France,4.5
Cà Bertoldi Amarone della Valpolicella Classico,57.9,Italie,4.3
Redigaffi Toscana,242.5,Italie,4.5
Trasnocho,103.54,Espagne,4.5
Brut Champagne (Gold),329.0,France,4.4
Tokaji Aszú 5 Puttonyos,72.48,Hongrie,4.5
Ca’ del Merlo Rosso Veneto,130.0,Italie,4.5
Brunello di Montalcino Riserva,521.0,Italie,4.6
Barolo Riserva Speciale Granbussia,1046.25,Italie,4.5
Ca’ del Merlo Rosso Veneto,97.55,Italie,4.5
R.D Extra Brut Champagne (Récemment Dégorgé),353.28,France,4.6
Brunello di Montalcino Riserva,121.25,Italie,4.4
Château Margaux (Premier Grand Cru Classé),1046.25,France,4.6
Barolo Riserva Speciale Granbussia,1046.25,Italie,4.5
Barolo Riserva Speciale Granbussia,2348.75,Italie,4.5
'Giulio Ferrari' Riserva del Fondatore,287.5,Italie,4.6
Vin Santo di Montepulciano Occhio di Pernice,420.0,Italie,4.4
Graticciaia,111.25,Italie,4.4
Hommage à Jacques Perrin Châteauneuf-du-Pape,474.0,France,4.5
Hommage à Jacques Perrin Châteauneuf-du-Pape,474.0,France,4.5
Barolo Cascina Francia,420.0,Italie,4.5
Tenuta Montebello Picconero,100.15,Italie,4.4
Lodovico,532.5,Italie,4.6
Barolo Cannubi Boschis,555.0,Italie,4.4
Vin Santo di Montepulciano,287.5,Italie,4.6
Falletto Barolo Le Rocche del Falletto Riserva,747.5,Italie,4.6
Vin de Pays de l'Hérault,683.75,France,4.5
Sorì Tildìn (Barbaresco) Langhe,705.0,Italie,4.6
Gaia & Rey Langhe,472.5,Italie,4.5
Redigaffi Toscana,533.75,Italie,4.5
Veneto Alzero Cabernet,683.75,Italie,4.7
Brunello di Montalcino,420.0,Italie,4.5
Ginés Liébana Pedro Ximénez,391.3,Espagne,4.6
Giorgio Bartholomäus,496.25,Italie,4.4
Amarone della Valpolicella Monte Lodoletta,487.5,Italie,4.7
Brunello di Montalcino Riserva Vigna Paganelli,118.3,Italie,4.3
L'Extravagant de Doisy-Daëne Sauternes,332.41,France,4.6
Amarone della Valpolicella Monte Lodoletta,1110.0,Italie,4.7
Sassicaia,2028.75,Italie,4.6
Finca Bella Vista Malbec,113.0,Argentine,4.5
Toscana,2028.75,Italie,4.7
Lodovico,683.75,Italie,4.6
Series M,48.0,Afrique du Sud,4.4
Aszú Eszencia,129.95,Hongrie,4.5
Toscana,4697.5,Italie,4.7
Rujno Rosso,403.75,Italie,4.5
La Mattonara Amarone della Valpolicella Classico Riserva,533.75,Italie,4.7
Campo dei Gigli Amarone della Valpolicella,90.0,Italie,4.4
Rujno Rosso,618.75,Italie,4.5
Toscana,1985.0,Italie,4.7
MV Rosé,293.8,France,4.5
Series M,58.0,Afrique du Sud,4.4
Toscana,4163.75,Italie,4.7
Vittorio Moretti,142.5,Italie,4.4
Vigna Colonnello Barolo Riserva Bussia,246.25,Italie,4.4
Pomerol,599.2,France,4.5
Rocche dell'Annunziata Torriglione Barolo,497.15,Italie,4.5
Blanc des Millénaires,260.0,France,4.6
Toscana,2092.5,Italie,4.7
Toscana,4910.0,Italie,4.7
Toknar,74.98,Chili,4.4
Le Petit Mouton de Mouton Rothschild Pauillac,550.0,France,4.4
Amarone Classico Monte Danieli,62.3,Italie,4.4
Pomerol,238.0,France,4.5
Toscana,4697.5,Italie,4.7
'Giulio Ferrari' Riserva del Fondatore,470.0,Italie,4.6
Barolo Bussia,162.5,Italie,4.4
Toscana,1815.0,Italie,4.7
'Giulio Ferrari' Riserva del Fondatore,640.0,Italie,4.6
Brunello di Montalcino,618.75,Italie,4.5
Toscana,190.0,Italie,4.5
Toscana,192.5,Italie,4.5
Toscana,1815.0,Italie,4.7
Vin Santo di Montepulciano,331.25,Italie,4.6
Toscana,5231.25,Italie,4.7
Côte-Rôtie La Turque,346.75,France,4.6
Pomerol,149.95,France,4.4
Chapelle-Chambertin Grand Cru,9607.5,France,4.5
Toscana,4163.75,Italie,4.7
Barolo Riserva Villero,790.0,Italie,4.6
Toscana,1921.25,Italie,4.7
L'Extravagant de Doisy-Daëne Sauternes,276.25,France,4.6
Saint-Estèphe (Grand Cru Classé),152.0,France,4.3
Valdegatiles Ribera del Duero,287.5,Espagne,4.4
Brunello di Montalcino Riserva,150.25,Italie,4.4
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,182.5,Italie,4.5
Campolongo di Torbe Amarone della Valpolicella Classico,265.0,Italie,4.5
Tokaji Aszú 5 Puttonyos,73.71,Hongrie,4.5
Musigny Grand Cru,2037.5,France,4.4
Reserve,331.25,États-Unis,4.6
Toscana,2028.75,Italie,4.7
Vieille Vigne Griottes-Chambertin Grand Cru,3181.25,France,4.5
Predappio Massera,166.0,Italie,4.4
Ermitage l'Ermite Blanc,1260.0,France,4.5
Lilium Est Amarone Della Valpolicella Riserva,164.9,Italie,4.5
Toscana,1686.25,Italie,4.7
Merlot,178.75,États-Unis,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1300.0,France,4.6
Barolo Brunate,640.0,Italie,4.3
Brunello di Montalcino Riserva,1970.05,Italie,4.6
Big'd Big Barolo,310.0,Italie,4.4
Les Clos Chablís Grand Cru,683.75,France,4.5
Amour de Deutz Millésimé Brut Champagne,199.0,France,4.5
Sperss Barolo,431.25,Italie,4.6
La Joie,494.9,États-Unis,4.6
Le Montrachet Grand Cru,1580.0,France,4.5
Toscana,1900.0,Italie,4.7
Clos des Goisses Champagne,747.5,France,4.5
Reserve,310.0,États-Unis,4.6
Ermitage l'Ermite Blanc,427.5,France,4.5
Barolo Monprivato,470.0,Italie,4.4
Vin Santo di Montepulciano Occhio di Pernice,470.0,Italie,4.4
Toscana,248.75,Italie,4.5
Barsac (Premier Grand Cru Classé),287.5,France,4.4
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,150.0,Italie,4.5
Calcarole Amarone della Valpolicella Classico,74.45,Italie,4.6
Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro,420.0,Italie,4.5
Barsac (Premier Grand Cru Classé),81.55,France,4.4
Cuve 38 Blanc de Blancs Champagne (La Réserve Perpétuelle),625.0,France,4.6
50 & 50,168.75,Italie,4.4
Le Désir,462.0,États-Unis,4.5
Eszencia,480.37,Hongrie,4.7
Bâtard-Montrachet Grand Cru,928.75,France,4.5
Nettare Veneto Bianco,310.0,Italie,4.6
Tenuta Guado al Tasso Bolgheri Superiore,212.5,Italie,4.5
Toscana,2348.75,Italie,4.7
Clos des Lambrays Grand Cru,618.75,France,4.4
Toscana,1900.0,Italie,4.7
Corton-Charlemagne Grand Cru,961.25,France,4.4
Barolo Bussia Cicala,832.5,Italie,4.4
Pietro Dal Cero Amarone della Valpolicella,106.3,Italie,4.5
Siepi,293.75,Italie,4.4
Toscana,2028.75,Italie,4.7
Brunello di Montalcino Riserva Madonna del Piano,736.25,Italie,4.5
Ferro,155.0,Italie,4.5
Toscana,1900.0,Italie,4.7
Saint-Émilion Grand Cru (Premier Grand Cru Classé),380.69,France,4.5
Montelìg,49.99,Chili,4.4
Brunello di Montalcino,121.25,Italie,4.3
Sassella Nuova Regina Riserva,310.0,Italie,4.3
Pieve Santa Restituta Rennina Brunello di Montalcino,203.8,Italie,4.5
La Joie,462.0,États-Unis,4.6
Brunello di Montalcino Riserva,99.95,Italie,4.3
Pomerol,376.25,France,4.4
Vürsù Barolo Campè,139.8,Italie,4.4
La Faraona Bierzo (Corullón),2327.5,Espagne,4.6
Amarone Stella,185.0,Italie,4.5
V Red,94.95,Afrique du Sud,4.4
Brunello di Montalcino Riserva,1046.25,Italie,4.6
Brunello di Montalcino,276.25,Italie,4.5
Toscana Rosso,420.0,Italie,4.5
Cava Celler Batlle,83.95,Espagne,4.3
Les Poyeux Saumur Champigny,618.75,France,4.5
Nuits-Saint-Georges,1535.0,France,4.4
Clos de Vougeot,1900.0,France,4.4
Recioto della Valpolicella Classico,397.5,Italie,4.7
Toscana Rosso,353.75,Italie,4.5
Amarone della Valpolicella Riserva,120.0,Italie,4.4
Cerretalto Brunello di Montalcino,414.75,Italie,4.7
Bâtard-Montrachet Grand Cru,695.0,France,4.4
Opus One,1665.0,États-Unis,4.6
Grange,739.0,Australie,4.7
Pessac-Léognan (Premier Grand Cru Classé),695.0,France,4.6
Pauillac (Premier Grand Cru Classé),825.0,France,4.6
Sassicaia,1237.5,Italie,4.6
Tignanello,353.75,Italie,4.5
Château Margaux (Premier Grand Cru Classé),1477.42,France,4.6
Pomerol,6200.0,France,4.7
Saint-Émilion Grand Cru (Premier Grand Cru Classé),995.0,France,4.6
Cabernet Sauvignon,1558.75,États-Unis,4.8
Sauternes,811.25,France,4.7
Pingus,2028.75,Espagne,4.6
Pomerol,533.75,France,4.5
Barbaresco,470.0,Italie,4.5
Tenuta Tignanello 'Solaia',702.5,Italie,4.6
Barolo Paiagallo,342.5,Italie,4.3
Grand Vin de Château Palmer (Grand Cru Classé),485.0,France,4.5
Amarone Stella,168.8,Italie,4.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),495.0,France,4.6
Barolo Cascina Francia,491.25,Italie,4.5
Pauillac (Grand Cru Classé),310.0,France,4.4
Rujno Rosso,214.0,Italie,4.5
Amarone Stella,148.8,Italie,4.5
Costa Russi (Barbaresco) Langhe,896.25,Italie,4.6
Pomerol,289.83,France,4.4
Cos d'Estournel,225.0,France,4.4
Vürsù Barbaresco Gallina,257.5,Italie,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1680.0,France,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),424.46,France,4.5
Brunello di Montalcino,108.8,Italie,4.4
Roda I Reserva Rioja,40.98,Espagne,4.4
Saint-Julien (Grand Cru Classé),290.5,France,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),178.17,France,4.4
Ribolla Gialla,353.75,Italie,4.3
Falletto Barolo Le Rocche del Falletto,373.8,Italie,4.5
Il 'Divasco' Riserva,230.0,Italie,4.4
Valpolicella Classico Superiore,121.85,Italie,4.5
Brunello di Montalcino Riserva,694.0,Italie,4.6
Pauillac (Grand Cru Classé),155.86,France,4.4
Amarone della Valpolicella Classico,470.0,Italie,4.7
P2 Plénitude Brut Champagne,893.75,France,4.7
Brunello di Montalcino,215.0,Italie,4.3
Vin Santo di Montepulciano Occhio di Pernice,420.0,Italie,4.4
Finca Garbet,168.0,Espagne,4.6
Don PX Selección,157.22,Espagne,4.5
Gran Reserva Rioja (Finca Ygay),57.95,Espagne,4.3
50 & 50,175.0,Italie,4.4
Sancerre 'Clos la Néore',843.75,France,4.4
Pomerol,275.0,France,4.5
Montrachet Grand Cru,11862.5,France,4.7
Veneto Alzero Cabernet,458.0,Italie,4.7
Pauillac (Grand Cru Classé),244.59,France,4.4
Lodovico,737.5,Italie,4.6
Harlequin,286.0,Italie,4.7
L'Apparita,397.5,Italie,4.4
Toscana,2028.75,Italie,4.7
Cuvée Ernest Riesling Alsace Sélection de Grains Nobles,133.8,France,4.5
Redigaffi Toscana,470.0,Italie,4.5
Vosne-Romanée Premier Cru 'Les Suchots',1046.25,France,4.3
Brunello di Montalcino,182.5,Italie,4.5
Trasnocho,104.59,Espagne,4.5
Kairos,221.25,Italie,4.4
Predappio Massera,184.8,Italie,4.4
Saint-Julien (Grand Cru Classé),349.91,France,4.4
Vigneto Bellavista Chianti Classico,331.25,Italie,4.4
Mazzano Amarone Della Valpolicella Classico,182.5,Italie,4.5
Brunello di Montalcino Riserva,331.25,Italie,4.4
Barolo Rocche,150.0,Italie,4.4
Vieilles Vignes Mazis-Chambertin Grand Cru,1260.0,France,4.5
Sperss Barolo,462.5,Italie,4.6
Clos de Vougeot,1686.25,France,4.4
Blanc de Blancs Brut Champagne (Vintage),148.8,France,4.3
Gabbro Toscana,148.75,Italie,4.4
Finca Bella Vista Malbec,99.95,Argentine,4.5
Pomerol,470.0,France,4.4
Barolo Monprivato,470.0,Italie,4.4
Lindaflor Blend,80.5,Argentine,4.3
Toscana,206.25,Italie,4.5
Brunello di Montalcino Riserva,265.0,Italie,4.4
Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro,217.5,Italie,4.5
Saint-Estèphe (Grand Cru Classé),179.95,France,4.3
La Muse,494.9,États-Unis,4.5
Pietro Dal Cero Amarone della Valpolicella,82.5,Italie,4.5
Aegusa,102.2,Italie,4.6
Toscana,2562.5,Italie,4.7
50 & 50,233.75,Italie,4.4
Finca Altamira Malbec,99.95,Argentine,4.5
Mazzano Amarone Della Valpolicella Classico,190.0,Italie,4.5
Brunello di Montalcino Riserva,585.0,Italie,4.6
Campo Alla Sughera,126.25,Italie,4.4
Clos Sainte Hune Riesling Alsace,448.75,France,4.5
Messorio,448.75,Italie,4.5
Pomerol,619.75,France,4.3
Vin Santo di Montepulciano Occhio di Pernice,491.25,Italie,4.4
Barsac (Premier Grand Cru Classé),1056.25,France,4.4
Brunello di Montalcino Riserva,114.5,Italie,4.4
Falletto Barolo,325.0,Italie,4.4
Chambertin-Clos de Bèze Vieilles Vignes Grand Cru,1451.25,France,4.5
Barolo Riserva Vigna Rionda,155.0,Italie,4.3
Amarone della Valpolicella Classico,51.95,Italie,4.3
Baffonero Maremma Toscana,353.75,Italie,4.5
Charmes-Chambertin Grand Cru,230.0,France,4.4
Brunello di Montalcino,265.0,Italie,4.5
Crichet Pajè Barbaresco,2306.25,Italie,4.5
Ulysses,185.0,États-Unis,4.3
Puligny-Montrachet Premier Cru Clos du Cailleret,331.25,France,4.3
Saint-Émilion Grand Cru,730.0,France,4.4
Nuits-Saint-Georges,9482.5,France,4.4
Redigaffi Toscana,713.75,Italie,4.5
Cerretalto Brunello di Montalcino,470.75,Italie,4.7
Ermitage Ex-Voto,310.0,France,4.4
Corton-Charlemagne Grand Cru,811.25,France,4.4
Chambolle-Musigny Les Baudes,387.2,France,4.2
Saint-Emilion Grand Cru (Premier Grand Cru Classé),289.83,France,4.4
Serral del Vell Brut Nature,52.95,Espagne,4.3
Musigny Grand Cru (Cuveé Vieilles Vignes),2092.5,France,4.6
Red,399.0,États-Unis,4.6
Campogiovanni Brunello di Montalcino Riserva Il Quercione,80.0,Italie,4.5
Brunello di Montalcino,190.0,Italie,4.3
Campo Inferi Amarone della Valpolicella Classico Riserva,74.5,Italie,4.6
Brunello di Montalcino Riserva,137.5,Italie,4.5
Nine Popes,114.6,Australie,4.3
Falletto Barbaresco Asili,265.0,Italie,4.4
Reserva Particular de Recaredo Gran Reserva Brut Nature,89.95,Espagne,4.4
Vigna Madonna Assunta La Villa Barolo Riserva,342.5,Italie,4.4
Pommard 1er Cru Les Rugiens-Bas,338.8,France,4.3
The Stork,57.95,Afrique du Sud,4.5
Cerretalto Brunello di Montalcino,491.25,Italie,4.7
Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,74.95,Italie,4.3
Il 'Divasco' Riserva,118.75,Italie,4.4
Cuvée Kermesse Rosso,106.25,Italie,4.2
Chardonnay,76.0,Afrique du Sud,4.4
Cuvée des Enchanteleurs Brut Champagne,1387.5,France,4.5
Brunello di Montalcino Riserva Madonna del Piano,249.5,Italie,4.5
Brunello di Montalcino,101.25,Italie,4.3
Cuvée des Enchanteleurs Brut Champagne,512.5,France,4.5
Red,270.64,États-Unis,4.6
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,2518.75,France,4.4
Predappio Massera,148.8,Italie,4.4
Amarone della Valpolicella,61.3,Italie,4.3
Sed de Caná,131.6,Espagne,4.5
Montrachet Grand Cru Blanc,1135.0,France,4.5
Brunello di Montalcino,420.0,Italie,4.3
Tenuta Nuova Brunello di Montalcino,427.5,Italie,4.5
Amour de Deutz Millesimé Rosé Brut Champagne,199.0,France,4.5
Don PX Convento Selección,198.4,Espagne,4.7
Il Ritrovo,39.9,Italie,4.4
Vecchie Vigne Brunello di Montalcino,145.0,Italie,4.3
Châteauneuf-du-Pape Amiral G,157.4,France,4.5
Tokaji Aszú 3 Puttonyos,43.72,Hongrie,4.3
888 Pinotage Gold,105.0,Afrique du Sud,4.6
Millecento Brunello di Montalcino Riserva,149.5,Italie,4.6
Calle Merlot Rosso Veronese,55.95,Italie,4.4
Montrachet Grand Cru Marquis de Laguiche,1601.25,France,4.6
Le Montrachet Grand Cru,1302.5,France,4.5
Chambolle-Musigny Premier Cru 'Les Feusselottes',1686.25,France,4.4
Campo Alla Sughera,160.0,Italie,4.4
Amarone Senza Titolo,137.5,Italie,4.5
Reserve Pinotage,45.5,Afrique du Sud,4.4
Barolo Riserva Monprivato Cà d'Morissio,961.25,Italie,4.6
Le Montrachet Grand Cru,1872.5,France,4.5
Don PX Convento Selección,239.6,Espagne,4.7
Amarone della Valpolicella Vigna Garzon,87.5,Italie,4.4
Barolo Cannubi,115.0,Italie,4.2
Pauillac (Premier Grand Cru Classé),1601.25,France,4.6
Sassicaia,836.3,Italie,4.6
Château Margaux (Premier Grand Cru Classé),955.05,France,4.6
Costasera Amarone della Valpolicella Classico,201.25,Italie,4.3
Saint-Julien (Grand Cru Classé),349.91,France,4.4
Sauternes,811.25,France,4.7
Pauillac (Premier Grand Cru Classé),1750.0,France,4.6
Tignanello,420.0,Italie,4.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),995.0,France,4.6
Rutherford,265.0,États-Unis,4.6
Amarone della Valpolicella Classico,276.25,Italie,4.3
St. Henri Shiraz,129.5,Australie,4.4
Dalmau Rioja,168.75,Espagne,4.4
Insignia,645.0,États-Unis,4.6
Valbuena 5º,202.2,Espagne,4.6
Grange,1265.0,Australie,4.7
Grand Vin de Château Palmer (Grand Cru Classé),390.0,France,4.5
Saint-Julien (Grand Cru Classé),618.75,France,4.4
Amarone della Valpolicella Classico Riserva (Sergio Zenato),82.95,Italie,4.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),545.0,France,4.6
Torre Muga,79.95,Espagne,4.4
Contador Rioja,365.0,Espagne,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),453.58,France,4.5
Reserva Particular de Recaredo Gran Reserva Brut Nature,165.9,Espagne,4.4
Pauillac (Grand Cru Classé),239.4,France,4.4
Trasnocho,92.95,Espagne,4.5
Côte-Rôtie La Turque,425.0,France,4.6
Pessac-Léognan (Grand Cru Classé de Graves),575.0,France,4.5
Valpolicella Classico Superiore,117.9,Italie,4.5
Brunello di Montalcino,305.0,Italie,4.5
Brunello di Montalcino Riserva,132.5,Italie,4.5
Barbaresco,512.5,Italie,4.5
Saint-Estèphe (Grand Cru Classé),420.0,France,4.3
Aconcagua Valley,130.75,Chili,4.5
Quarz Sauvignon,265.0,Italie,4.4
Redigaffi Toscana,545.0,Italie,4.5
Toscana I Sodi di San Niccolo,271.25,Italie,4.4
Chateauneuf-du-Pape Réserve des Célestins,1601.25,France,4.6
Rioja 150 Aniversario,107.28,Espagne,4.2
Sperss Barolo,896.25,Italie,4.6
Brunello di Montalcino Riserva Vigna Paganelli,146.25,Italie,4.3
Vosne-Romanée 1er Cru 'Aux Malconsorts',2092.5,France,4.5
Côte-Rôtie,331.25,France,4.4
La Chapelle de La Mission Haut-Brion Pessac-Léognan,104.69,France,4.2
Amarone della Valpolicella Classico Mater,146.3,Italie,4.5
VIK,134.95,Chili,4.6
Pietro Dal Cero Amarone della Valpolicella,75.0,Italie,4.5
Barsac (Premier Grand Cru Classé),38.09,France,4.4
MV,120.0,France,4.5
Brunello di Montalcino,114.95,Italie,4.4
Cirsion Rioja,219.95,Espagne,4.6
La Faraona Bierzo (Corullón),2071.25,Espagne,4.6
IX Estate Red,745.0,États-Unis,4.7
Brunello di Montalcino,79.95,Italie,4.3
Saint-Émilion Grand Cru (Premier Grand Cru Classé),158.43,France,4.3
Brunello di Montalcino Riserva,182.5,Italie,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1042.1,France,4.6
Vigna Colonnello Barolo Riserva Bussia,299.95,Italie,4.4
Pieve Santa Restituta Brunello di Montalcino,132.5,Italie,4.4
La Cueva del Contador Rioja,69.95,Espagne,4.3
Lupicaia,150.0,Italie,4.4
Barolo Monprivato,597.5,Italie,4.4
Brunello di Montalcino Riserva,165.0,Italie,4.4
Red,409.5,États-Unis,4.6
Veneto Rosso del Bepi,189.9,Italie,4.6
Brunello di Montalcino,69.5,Italie,4.3
Le Lucére Brunello di Montalcino Riserva,184.95,Italie,4.4
Barolo Cascina Francia,705.0,Italie,4.5
Lupi Rezerva,61.29,Moldavie,4.5
Vigna Grande Cerzito Taurasi Riserva,165.0,Italie,4.5
Brunello di Montalcino,92.5,Italie,4.4
Madonna delle Grazie Brunello di Montalcino,811.25,Italie,4.5
Roccolo Ludwig Barth von Barthenau,321.25,Italie,4.4
Cerretalto Brunello di Montalcino,379.0,Italie,4.7
Musigny Grand Cru,1199.0,France,4.6
Gran VU Blend,99.8,Argentine,4.5
Saint-Julien (Grand Cru Classé),201.25,France,4.3
Pessac-Léognan (Grand Cru Classé de Graves),120.07,France,4.4
Gran Reserva Ribera del Duero,90.0,Espagne,4.5
Viña El Pison,555.0,Espagne,4.6
Clos Apalta,212.75,Chili,4.6
Barolo Sorì Ginestra,331.25,Italie,4.3
Messorio,480.0,Italie,4.5
Brunello di Montalcino,178.75,Italie,4.3
Flaccianello della Pieve,512.5,Italie,4.5
Côtes du Rhône,180.0,France,4.3
